Date,code,Value
2023-01-01,993,9
2023-02-01,993,1
2023-03-01,993,11
2023-04-01,993,2
2023-05-01,993,1
2023-06-01,993,5
2023-07-01,993,4
2023-08-01,993,7
2023-09-01,993,5
2023-10-01,993,7
2023-11-01,993,3
2023-12-01,993,37
2023-01-01,876,11
2023-02-01,876,2
2023-03-01,876,3
2023-04-01,876,6
2023-05-01,876,92
2023-06-01,876,1
2023-07-01,876,8
2023-08-01,876,6
2023-09-01,876,6
2023-10-01,876,3
2023-11-01,876,7
2023-12-01,876,9
2023-01-01,934,39
2023-02-01,934,59
2023-03-01,934,2
2023-04-01,934,13
2023-05-01,934,6
2023-06-01,934,7
2023-07-01,934,30
2023-08-01,934,8
2023-09-01,934,4
2023-10-01,934,10
2023-11-01,934,25
2023-12-01,934,27
2023-01-01,123,8
2023-02-01,123,1
2023-03-01,123,10
2023-04-01,123,7
2023-05-01,123,8
2023-06-01,123,6
2023-07-01,123,4
2023-08-01,123,8
2023-09-01,123,5
2023-10-01,123,8
2023-11-01,123,5
2023-12-01,123,38
2023-01-01,23,10
2023-02-01,23,1
2023-03-01,23,3
2023-04-01,23,6
2023-05-01,23,93
2023-06-01,23,7
2023-07-01,23,8
2023-08-01,23,2
2023-09-01,23,1
2023-10-01,23,3
2023-11-01,23,8
2023-12-01,23,9
2023-01-01,9134,30
2023-02-01,9134,51
2023-03-01,9134,11
2023-04-01,9134,4
2023-05-01,9134,6
2023-06-01,9134,9
2023-07-01,9134,39
2023-08-01,9134,1
2023-09-01,9134,4
2023-10-01,9134,1
2023-11-01,9134,26
2023-12-01,9134,26
2023-01-01,12,9
2023-02-01,12,1
2023-03-01,12,2
2023-04-01,12,1
2023-05-01,12,8
2023-06-01,12,7
2023-07-01,12,5
2023-08-01,12,1
2023-09-01,12,5
2023-10-01,12,1
2023-11-01,12,4
2023-12-01,12,38
2023-01-01,76,10
2023-02-01,76,7
2023-03-01,76,4
2023-04-01,76,7
2023-05-01,76,93
2023-06-01,76,7
2023-07-01,76,1
2023-08-01,76,8
2023-09-01,76,7
2023-10-01,76,3
2023-11-01,76,1
2023-12-01,76,9
2023-01-01,121,38
2023-02-01,121,58
2023-03-01,121,12
2023-04-01,121,11
2023-05-01,121,6
2023-06-01,121,16
2023-07-01,121,39
2023-08-01,121,10
2023-09-01,121,4
2023-10-01,121,10
2023-11-01,121,18
2023-12-01,121,17
2023-01-01,765,7
2023-02-01,765,1
2023-03-01,765,2
2023-04-01,765,8
2023-05-01,765,1
2023-06-01,765,2
2023-07-01,765,3
2023-08-01,765,7
2023-09-01,765,2
2023-10-01,765,8
2023-11-01,765,3
2023-12-01,765,37
2023-01-01,33,10
2023-02-01,33,7
2023-03-01,33,3
2023-04-01,33,2
2023-05-01,33,93
2023-06-01,33,7
2023-07-01,33,1
2023-08-01,33,7
2023-09-01,33,6
2023-10-01,33,5
2023-11-01,33,1
2023-12-01,33,2
2023-01-01,9124,38
2023-02-01,9124,59
2023-03-01,9124,12
2023-04-01,9124,13
2023-05-01,9124,12
2023-06-01,9124,17
2023-07-01,9124,31
2023-08-01,9124,9
2023-09-01,9124,4
2023-10-01,9124,9
2023-11-01,9124,19
2023-12-01,9124,26
